reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,broad_source_sha256,broad_source_bytes,method_source_status,screened_credit
284,PRIMARY,P0004,RG9BE47F5B4499831F,CWE7E1FF580BE8EE45C805,Self-Paced Learning with Adaptive Deep Visual Embeddings,RQ5,RQ1;RQ2;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,F2F367CCEA06F7560ABD2B43DDA51D6CEB8B39DF42B158FAB9FB01B7A22D5912,sources/P0004.pdf,PDF,5D7219432565C2572855177F2F600371AB52F782EFB6F79F306AEF0FEBF41A9E,6305900,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
285,PRIMARY,P0161,RGCD2D2100BA9A77FD,CWBEC6D4B8418EE862A458,Identifying Mislabeled Data using the Area Under the Margin Ranking,RQ7,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,F6674758A4E9C1FD042193D903C0430640977BDAE0055490B9E95223357F53B4,sources/P0161.pdf,PDF,18884DA0DFDD63F625C3E45FF3E5C7907180045FB8D16C333D379880F37C3E83,2500129,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
286,PRIMARY,P0186,RG3753B55186A38962,CWABE29E858A9AD7DA121B,Training with Growing Sets: A Simple Alternative to Curriculum Learning and Self Paced Learning,RQ1,RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,STRICT_CONTROL_NEGATIVE,NULL_NEGATIVE,GLOBAL_FILL,F79496590EA9C5BCCF448E5939BCAE94794828E88BDEF932C984EE4FEB4171F3,sources/P0186.pdf,PDF,D969C4C1CAD6483FA0709D4360C05754C362DB75D7811B05457E2CE499BAA4B1,321055,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
287,PRIMARY,P0082,RG200EB44A242AEFC7,CWDABC672FF2C5CFFFFA65,Sample Selection for Fair and Robust Training,RQ2,RQ1;RQ4;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,F7A6F1D84EB29906E1AF4969AB36DEB712A1D494A44E76B6E00B781F984ED4F4,sources/P0082.pdf,PDF,400DA9CA8B5E2D5BEBCBA6FB022D3C6CD3D390857C336FA943A0BB46AA8DA28D,798525,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
288,PRIMARY,P0490,RGA3E1389D0D48A1E1,CW2EE1272F5C6F4EED2B29,Selecting Samples on Graphs: A Unified Dataset Pruning Framework for Lossless Training Acceleration,RQ2,RQ1;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,F7FEF1B95682DEDB2400ED379B4437E7F7BE3BC145B344A62EB92771002434F4,sources/P0490.pdf,PDF,26CE80E8D347340E0055F2BCF061B6B3E29489FC68A85B8D5711E12CC9DA5090,683737,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
289,PRIMARY,P0050,RG3CF5945C92AC9742,CWA2BA5D4079785F9700C9,A Neural Network Approach for Online Nonlinear Neyman-Pearson Classification,RQ8,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,F95489A46143D7C9764D1EC7EA75C50ABDEBCA635378EE9DFD5EA23F613CDFD0,sources/P0050.pdf,PDF,1760D79C1FD9085E486940F6B8F869040A13FF78FAFF6EDCF2C502E39309446B,1717706,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
290,PRIMARY,P0383,RGF4AF8BFC1EAD51C4,CW58FAF9DF08A2CD9DD285,Less is More: Sample Selection and Label Conditioning Improve Skin Lesion Segmentation,RQ6,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,F97B92B97A9BBC5215567B9C9A9EF364CBA20ED4C953B0D1EF65E22585F721C1,sources/P0383.pdf,PDF,BA2A98644820DC7BE5245F7A959B80D5644B7E9403B6F84FC133E66B7E4DB71D,773570,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
291,PRIMARY,P0394,RG79CD1D77F2683A15,CW97341423D5E5FA2BEA6F,Training Data Selection for Record Linkage Classification,RQ5,RQ4;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,F97FC8BA377103DEEB121C4F34A55A898F56CE8DED44288F5B2A7EF33C9E3D87,sources/P0394.pdf,PDF,7578F922A2637FF6DD1AA5A8B35AA1D85EF4849087FB18C277840FE8FDA19CCB,670411,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
292,PRIMARY,P0220,RG7743F30ED832B3A4,CWD88EE770216AE10F2A94,Reducing annotation effort in agricultural data: simple and fast unsupervised coreset selection with DINOv2 and K-means,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,F99C758438CCA72073CF5B4F6EF247278C22B0DB450E373F6147732625FD7220,sources/P0220.pdf,PDF,DE824E92A7D58F7841D65FD24F8EC0B1F571351570F538CA6035F60CCACD46D9,4224001,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
293,PRIMARY,P0232,RGADDD9B5597581758,CW9448DB3B7DF0530D1E98,ToReMi: Topic-Aware Data Reweighting for Dynamic Pre-Training Data Selection,RQ1,RQ2;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,FA5DE7C15169E9534D250F5A15229E578B1528685AB7EF06F1638A76EFB54A5D,sources/P0232.pdf,PDF,38606BD6ACBC5F6BD1775C2124BEBED424EB0538F9A51413797FEFEB88403062,1077792,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
294,PRIMARY,P0369,RGDEC48B539D1AAC51,CW0393C46B39C61B6DD04D,Symbolic Mechanistic Data Attribution: Tracing Training Influence to Learned Behavioral Policies,RQ8,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,FB0C32820E45F122334AEBE0BA7E50D3246E75D5E40C7082314B5CD83C29905D,sources/P0369.pdf,PDF,92FA6CBD6C1DB41E125DED3D182E781CEACAA36F1871D3F12C7D9F2EE45C6BBB,656109,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
295,PRIMARY,P0067,RG71345855BAAFF5D6,CW525F9371226F64AF91CD,Active Self-Paced Learning for Cost-Effective and Progressive Face Identification,RQ4,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,FB6D159DE7B10D02BEB4EC8BF16413F7E75A4E9FE33827DEE6DCCACA3C1E762E,sources/P0067.pdf,PDF,2C994C2FCB39F5E32D1530A23839212F47D4679291DAA47F27D4C48BAE99B741,8380460,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
296,PRIMARY,P0048,RGA82414DB45D68A66,CW346B7A0461C52C9AA731,Data-efficient flood depth prediction through domain-aware coreset selection and tabular foundation models,RQ8,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,FC5FAFE631FB66A79AB2834E9308DA138626E8F32A6D408BDB1D808B82A0E892,sources/P0048.pdf,PDF,16A96B380FED4FE13F94A49F3ACC8A87B35815BD559704F2E548D147C7A8E05C,8243584,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
297,PRIMARY,P0329,RGBE5116B0A8208DBC,CWB0DC86CAE3DD9B433960,Swift Cross-Dataset Pruning: Enhancing Fine-Tuning Efficiency in Natural Language Understanding,RQ5,RQ1;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,FCEF658F66A4C9D75548D828B00208CD31ECF5F7BFDD149984EFD27E92820D32,sources/P0329.pdf,PDF,14DD9F52CB612BF0D9894A7A8FA2E656C2C639728A799F9EFC964BD11E5D71C9,919382,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
298,PRIMARY,P0315,RGD04565CD4B9DBD6B,CW15DE5CEFF71E806E1716,Iterative Learning with Open-set Noisy Labels,RQ6,RQ1;RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,FD3C3B1CAAE1A1FA21172B809CB4C73D32B43BD58E6DAB4F3FAF183163D6C80E,sources/P0315.pdf,PDF,F21DE8BDBF4FA2D49E8FB175ED22770B1DAD61D3E49A611B0A309ED2728BC953,3052039,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
299,PRIMARY,P0167,RG591A97F0442BEB3A,CW14AAFAEE2D80998915EB,A CLIP-Powered Framework for Robust and Generalizable Data Selection,RQ4,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,FD795DC923299228A8B849740BD41DA87C911F4ADDD2E555EB5C0EE0E89EF79B,sources/P0167.pdf,PDF,FD22A053833B38253A1CD2CB71BCCA3A7EA7F3E720D03C30645BE19D253B6878,2692545,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
300,PRIMARY,P0417,RGC2403EE662227193,CW5FBCC90C2C5A57EA12E3,Utility-Diversity Aware Online Batch Selection for LLM Supervised Fine-tuning,RQ2,RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,GLOBAL_FILL,FF401ECDFF749FB90A901E98E01B0333EB67C0B0290C4640398D71AEBDFC6627,sources/P0417.pdf,PDF,574FB4B03B48633C4FA7E4E85C3685620EB200D0D8CEA83ED14678F4FE967373,890501,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
301,RESERVE,P0028,RGB26515D8310D6DE9,CWDA1A0343803A3FDB683B,Improving Experience Replay through Modeling of Similar Transitions'\n Sets,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWDA1A0343803A3FDB683B,sources/P0028.pdf,PDF,B62B233ED3FB072849C0F7C867E15C3D0337C20A4FA35DFCBA5CDFCFDD630527,2074852,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
302,RESERVE,P0217,RG4BC68712C4D3BDB2,CWF31DA0193CA489B653DE,Efficient Contrastive Learning via Novel Data Augmentation and Curriculum Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWF31DA0193CA489B653DE,sources/P0217.pdf,PDF,57C8A32D92B8375EC495A1C06F78B90F0603873B8D346574B6B2DD72488546E3,757915,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
303,RESERVE,P0231,RGF70427495E676CA1,CWEDCD4F418D7BD7225B23,radarODE-MTL: A Multi-Task Learning Framework with Eccentric Gradient Alignment for Robust Radar-Based ECG Reconstruction,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWEDCD4F418D7BD7225B23,sources/P0231.pdf,PDF,E1CFD3C3F1F4748D62099BE3ECA4DA57C9E1DBEFADD426E5ACA36F34ACD7EBE1,1492447,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
304,RESERVE,P0262,RGC7726D59327313D0,CWB53FC919873D7980EADA,IDER: IDempotent Experience Replay for Reliable Continual Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ4;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWB53FC919873D7980EADA,sources/P0262.pdf,PDF,CC11E76E6AA412DF3E398612CF659CFBE880C1DC63D9028EC111EDB9A822DC95,5399416,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
305,RESERVE,P0385,RGDA7D0C9BC2C441E7,CWA70D77D1C26E618FB349,Goal-guided greedy experience replay-enhanced reinforcement learning for efficient autonomous navigation,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWA70D77D1C26E618FB349,sources/P0385.pdf,PDF,8280264D32F746382E1E0FA57CB1D22B3B322116D918575C15823F21A8B7052E,1617461,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
306,RESERVE,P0207,RGFBDF282AB125F492,CW9C45C81E3D8F4D33F3EF,Incorporate Online Hard Example Mining and Multi-Part Combination Into Automatic Safety Helmet Wearing Detection,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW9C45C81E3D8F4D33F3EF,sources/P0207.pdf,PDF,D4338D0C287A41EDB8529632D8B4AED66D2C9B6C7E73EBAB25E896C7F3DD5A20,1266514,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
307,RESERVE,P0134,RG4D38CC749A32D54A,CWFA3C3A1B0A4BBAEB1626,Dataset Condensation with Gradient Matching,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ3;RQ5;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWFA3C3A1B0A4BBAEB1626,sources/P0134.pdf,PDF,2B672B36228ADF55975B0C9256EE6F82E4F0F55FC2FCCF12DE1D00BB5F92B29B,3389026,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
308,RESERVE,P0316,RG498032B5B2C37843,CWDE3B60FBD175A7C3BE26,DERLight: A Deep Reinforcement Learning Traffic Light Control Algorithm with Dual Experience Replay,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWDE3B60FBD175A7C3BE26,sources/P0316.pdf,PDF,BE5AEE43F4BB4D6B67C199315E455D346F56CC8AB504CC6263CC3D75AFBEA5CA,1079420,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
309,RESERVE,P0420,RGF3B1B6A2663F483C,CWFDE25B66BF88D724B447,OER: Offline Experience Replay for Continual Offline Reinforcement Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWFDE25B66BF88D724B447,sources/P0420.pdf,PDF,783932036E91DD0F6ED64987CE8B946B0686712AD76743664DDC33B6E984BFCD,1474861,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
310,RESERVE,P0030,RGEDBFDCB83BE7DF60,CW17627D5DEC803121D121,GAC: Stabilizing Asynchronous RL Training for LLMs via Gradient Alignment Control,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW17627D5DEC803121D121,sources/P0030.pdf,PDF,CC5817A494135B91AB116AD18328485D4EB672FC59EE14FA3065A76E615158FD,942164,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
311,RESERVE,P0194,RGEF98D28A73D260A7,CW0B498521DF8BCFE1C4AE,Implicit Gradient Alignment in Distributed and Federated Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW0B498521DF8BCFE1C4AE,sources/P0194.pdf,PDF,1729C131CF61D4441DF8357A50C6C542C9FA302A539A26280837B6064E7DC479,299717,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
312,RESERVE,P0298,RG98F74FBF27ABBB9C,CW61BEE181E836F0BD6EEE,RNMFMDA: A Microbe-Disease Association Identification Method Based on Reliable Negative Sample Selection and Logistic Matrix Factorization With Neighborhood Regularization,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ4;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW61BEE181E836F0BD6EEE,sources/P0298.pdf,PDF,B13B713451AB6D51F72C8CD23E3C5F229C1427A03B27B663BF46569CFE55B373,1286456,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
313,RESERVE,P0268,RG25D68D75CB87D4EF,CW7BA0280D5E5E57E38F18,Effects of Label Noise on Deep Learning-Based Skin Cancer Classification,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW7BA0280D5E5E57E38F18,sources/P0268.pdf,PDF,AE5D8FB4170308DE1A2E16E6DB777BE6ECACC686CE817E9F1AA67B24AB0A9CEB,615505,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
314,RESERVE,P0272,RG43406DE359275D23,CW5BA6E7FEE26650EF1378,Personalized Federated Learning for Gradient Alignment,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ2;RQ3;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW5BA6E7FEE26650EF1378,sources/P0272.pdf,PDF,9A15FFA7219C0F76999B15B832D1E4115F88832F1DE1ECEC10FFB28E64C536CC,1961199,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
315,RESERVE,P0274,RGBCC9AA81D9118392,CW0CF5A2EA3AF45872A7A7,Using Hindsight to Anchor Past Knowledge in Continual Learning,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ5;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW0CF5A2EA3AF45872A7A7,sources/P0274.pdf,PDF,4EBA861FB75E6FDA4D6A3A98FC5E3DF6D1F2D89B1833FCEA30DDB1FC4C0B7031,4089106,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
316,RESERVE,P0074,RG4D60DF0552DE16ED,CW872A55A226742280B798,Mitigating Catastrophic Forgetting in Robotic Waste Sorting: A Continual Learning Framework with Dynamic Experience Replay,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ5;RQ6,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CW872A55A226742280B798,sources/P0074.pdf,PDF,7330F21D6578ADFAEACF5D85EFBD7EE1CBB20FAECE469AC8264A20F24A89E6FA,627156,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
317,RESERVE,P0024,RGBA267DBAAD82DE70,CWA7226C5E3318EE7ED94B,Toward improving global rice yield reference dataset compilation through machine learning: Insights from training data selection and random forest analysis,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ1;RQ5;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWA7226C5E3318EE7ED94B,sources/P0024.pdf,PDF,FD1F9F4248A566F98E0CC31A67B0E3B5054490E8EF2464E23C17F4C4DF3948B3,5903602,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
318,RESERVE,P0029,RG2343DBE30FFB1916,CWA93DE7A135ED2B908EDA,FedNoiL: A Simple Two-Level Sampling Method for Federated Learning with Noisy Labels,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ4;RQ6;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWA93DE7A135ED2B908EDA,sources/P0029.pdf,PDF,32855AFE267ADAD91A96BC4A9973B372052F95E3CD28E9B5107246F890E19498,1589150,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
319,RESERVE,P0314,RG8155E24C41132F1F,CWEF0959C76598B4003982,Privacy-Preserving Constrained Domain Generalization via Gradient Alignment,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ3;RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWEF0959C76598B4003982,sources/P0314.pdf,PDF,3CE0D640EB3A79C50041ACBA4339243CA07F5D10069E1478FB458BC27C8EF2A3,210947,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
320,RESERVE,P0140,RGD417D01CE3FE04C5,CWF86C727CE62F983B50E6,Understanding Edge-of-Stability Training Dynamics with a Minimalist Example,NOT_APPLICABLE_WITH_REASON:assigned only if reserve replaces a primary,RQ7;RQ8,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,PROVISIONAL_RESERVE,RESERVE_CWF86C727CE62F983B50E6,sources/P0140.pdf,PDF,9B0B79E805CCE883B596DCCAA5004A0A95AF0CCFABB73E140EA04DA6DCAD3A35,6516002,REUSE_VERIFIED_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
